ID   INV_DATE      AMOUNT   ACCT_NO
16425   08/02/2010   162667   CODDA16
16426   11/30/2009   211116   CODDA14
16427   08/21/2010   181387   CODDA14
16428   02/16/2011   214942   CODDA13
16429   11/22/2010   188316   CODDA17
16430   03/29/2011   225277   CODDA11
16431   10/29/2009   107613   CODDA17
16432   01/22/2011   231907   CODDA13
16433   08/29/2009   259810   CODDA16
16434   07/28/2010   115892   CODDA19
16435   06/22/2011   254253   CODDA15
16436   02/22/2011   133371   CODDA12
16437   11/16/2009   148707   CODDA13
16438   04/13/2010   294720   CODDA17
16439   05/27/2010   215335   CODDA13
16440   02/25/2011   263298   CODDA15
16441   06/09/2010   170654   CODDA15
16442   09/23/2009   249000   CODDA18
16443   03/26/2010   215739   CODDA12
16444   12/13/2010   163936   CODDA16
16445   04/02/2010   157954   CODDA15
16446   12/12/2009   222944   CODDA14
16447   12/24/2010   286238   CODDA14
16448   02/24/2011   205880   CODDA15
16449   09/16/2009   194059   CODDA18
16450   10/13/2009   116750   CODDA15
16451   03/04/2011   173285   CODDA19
16452   07/10/2009   102435   CODDA18
16453   05/17/2011   221690   CODDA12
16454   12/03/2009   284543   CODDA15
16455   12/06/2010   126605   CODDA14
16456   05/01/2010   152626   CODDA19
16457   07/23/2009   219476   CODDA15
16458   09/27/2010   210142   CODDA15
16459   08/29/2009   147326   CODDA19
16460   12/31/2009   255235   CODDA14
16461   02/25/2010   124168   CODDA13
16462   09/13/2009   268693   CODDA16
16463   07/07/2010   170797   CODDA18
16464   03/26/2010   245144   CODDA17
16465   11/07/2009   217597   CODDA13
16466   08/30/2009   232189   CODDA14
16467   08/16/2010   182915   CODDA13
16468   02/09/2010   100732   CODDA12
16469   01/30/2011   264219   CODDA15
16470   05/26/2010   131685   CODDA15
16471   12/07/2009   206880   CODDA16
16472   05/19/2010   223140   CODDA19
16473   02/21/2011   298777   CODDA16
16474   11/20/2010   148263   CODDA14
16475   04/28/2010   216869   CODDA20
16476   10/30/2010   115392   CODDA11
16477   12/09/2009   170078   CODDA14
16478   05/31/2010   142488   CODDA14
16479   08/23/2009   157064   CODDA17
16480   12/13/2010   179379   CODDA17
16481   12/28/2010   183050   CODDA14
16482   12/22/2010   132224   CODDA14
16483   08/15/2009   142523   CODDA13
16484   04/04/2010   284919   CODDA14
16485   07/16/2010   149260   CODDA17
16486   07/04/2009   248273   CODDA14
16487   11/02/2009   138934   CODDA17
16488   04/02/2010   172728   CODDA19
16489   05/09/2010   264002   CODDA13
16490   05/01/2010   163822   CODDA11
16491   08/10/2009   261097   CODDA12
16492   03/31/2010   129951   CODDA16
16493   06/07/2010   181798   CODDA13
16494   06/05/2011   263281   CODDA17
16495   03/20/2011   242854   CODDA18
16496   02/08/2010   275442   CODDA13
16497   09/05/2010   272302   CODDA17
16498   02/09/2010   171341   CODDA13
16499   04/16/2010   267837   CODDA20
16500   07/21/2010   151856   CODDA12
16501   10/13/2009   196042   CODDA20
16502   09/20/2009   126620   CODDA11
16503   07/20/2009   133107   CODDA20
16504   11/18/2009   294334   CODDA16
16505   01/07/2011   208699   CODDA12
16506   03/18/2011   267630   CODDA17
16507   04/15/2011   169897   CODDA12
16508   06/03/2010   232066   CODDA18
16509   05/16/2010   184244   CODDA11
16510   01/10/2010   258269   CODDA19
16511   03/30/2010   249807   CODDA13
16512   12/12/2009   194329   CODDA11
16513   03/10/2010   288557   CODDA14
16514   12/22/2010   200550   CODDA16
16515   09/24/2009   102926   CODDA14
16516   11/04/2010   200768   CODDA12
16517   03/19/2010   261716   CODDA16
16518   10/22/2009   263546   CODDA13
16519   06/25/2011   106224   CODDA16
16520   11/04/2010   288260   CODDA19
16521   09/12/2009   220646   CODDA16
16522   12/26/2009   143204   CODDA15
16523   09/08/2010   218037   CODDA13
16524   09/29/2010   275542   CODDA12
16525   08/28/2010   239960   CODDA14
16526   06/18/2011   138270   CODDA15
16527   07/27/2010   105217   CODDA14
16528   03/28/2010   258161   CODDA11
16529   12/01/2010   106646   CODDA11
16530   05/06/2011   140684   CODDA17
16531   08/13/2009   142502   CODDA18
16532   01/03/2010   165143   CODDA14
16533   02/07/2010   188949   CODDA18
16534   11/07/2009   185514   CODDA18
16535   07/06/2011   104688   CODDA15
16536   02/07/2011   282551   CODDA18
16537   10/23/2010   268940   CODDA18
16538   12/23/2010   237880   CODDA11
16539   05/26/2011   251299   CODDA14
16540   02/12/2010   185933   CODDA16
16541   10/11/2010   210339   CODDA14
16542   10/03/2009   289612   CODDA18
16543   08/09/2010   226936   CODDA18
16544   11/27/2010   206917   CODDA17
16545   02/14/2011   295367   CODDA19
16546   12/17/2009   170294   CODDA19
16547   10/14/2010   109384   CODDA18
16548   12/15/2010   277763   CODDA18
16549   12/02/2010   290158   CODDA18
16550   06/28/2009   212957   CODDA18
16551   06/11/2011   139131   CODDA14
16552   09/13/2010   205841   CODDA20
16553   03/15/2011   264922   CODDA15
16554   06/21/2011   103526   CODDA19
16555   01/08/2011   247359   CODDA11
16556   07/14/2010   269111   CODDA18
16557   04/16/2010   266255   CODDA17
16558   11/07/2009   282314   CODDA13
16559   05/03/2011   137420   CODDA15
16560   10/17/2010   146451   CODDA15
16561   05/29/2010   235024   CODDA18
16562   10/07/2010   279436   CODDA17
16563   06/19/2010   172105   CODDA19
16564   04/01/2010   134232   CODDA12
16565   08/26/2010   184841   CODDA14
16566   07/10/2009   222414   CODDA13
16567   06/16/2011   262844   CODDA12
16568   05/16/2010   140341   CODDA11
16569   01/01/2010   221458   CODDA16
16570   10/07/2010   249546   CODDA17
16571   07/24/2009   167324   CODDA13
16572   07/21/2010   122562   CODDA12
16573   03/20/2011   117180   CODDA15
16574   11/29/2009   132896   CODDA12
16575   10/17/2010   157914   CODDA14
16576   11/21/2009   266426   CODDA13
16577   01/13/2010   152910   CODDA15
16578   09/24/2010   254180   CODDA17
16579   08/24/2010   125708   CODDA13
16580   02/27/2010   213411   CODDA19
16581   07/19/2010   277475   CODDA15
16582   08/04/2010   197797   CODDA14
16583   07/30/2009   284368   CODDA18
16584   02/16/2010   210307   CODDA19
16585   01/27/2011   242459   CODDA19
16586   03/30/2011   138830   CODDA14
16587   08/01/2009   257050   CODDA18
16588   06/09/2011   148622   CODDA17
16589   04/22/2010   244859   CODDA18
16590   02/09/2010   123019   CODDA12
16591   02/01/2010   175710   CODDA14
16592   03/12/2011   195059   CODDA13
16593   05/11/2011   289009   CODDA12
16594   12/05/2010   126166   CODDA17
16595   11/06/2010   241951   CODDA19
16596   12/07/2009   273040   CODDA17
16597   07/08/2009   251825   CODDA19
16598   01/11/2011   238960   CODDA19
16599   03/22/2010   275503   CODDA17
16600   12/16/2009   120399   CODDA11
16601   11/22/2009   175795   CODDA14
16602   03/10/2010   125294   CODDA16
16603   09/28/2010   250016   CODDA17
16604   08/27/2010   199977   CODDA15
16605   03/01/2011   146532   CODDA17
16606   06/27/2010   169955   CODDA19
16607   08/05/2009   212950   CODDA20
16608   11/14/2010   165482   CODDA11
16609   08/15/2009   219372   CODDA16
16610   07/20/2010   259758   CODDA20
16611   09/05/2010   263524   CODDA20
16612   10/03/2010   248992   CODDA11
16613   09/11/2009   267628   CODDA14
16614   12/04/2009   243991   CODDA17
16615   09/20/2010   150733   CODDA17
16616   05/13/2010   155151   CODDA18
16617   02/04/2010   106454   CODDA17
16618   04/28/2010   257246   CODDA18
16619   11/08/2010   186711   CODDA20
16620   10/23/2009   197001   CODDA15
16621   04/21/2010   269310   CODDA13
16622   04/27/2010   149120   CODDA18
16623   03/10/2010   175148   CODDA16
16624   04/14/2010   184176   CODDA14
16625   03/10/2011   117577   CODDA15
16626   08/23/2010   175139   CODDA13
16627   06/06/2010   109789   CODDA14
16628   09/06/2009   112453   CODDA20
16629   08/19/2010   172989   CODDA15
16630   09/01/2010   258238   CODDA17
16631   12/08/2010   138395   CODDA14
16632   03/10/2010   265002   CODDA17
16633   08/26/2010   275323   CODDA12
16634   06/05/2011   181296   CODDA18
16635   05/23/2011   237822   CODDA15
16636   11/15/2009   227779   CODDA13
16637   03/18/2011   205808   CODDA17
16638   08/18/2009   165140   CODDA12
16639   02/15/2010   118265   CODDA12
16640   04/01/2011   189002   CODDA12
16641   11/04/2009   205311   CODDA12
16642   03/16/2011   258980   CODDA15
16643   10/18/2009   186405   CODDA13
16644   08/11/2009   168087   CODDA16
16645   06/05/2010   218306   CODDA16
16646   06/04/2010   237465   CODDA11
16647   02/21/2010   197193   CODDA16
16648   04/05/2010   121768   CODDA16
16649   02/19/2011   162598   CODDA18
16650   02/25/2010   215082   CODDA14
16651   11/14/2009   254975   CODDA15
16652   07/23/2010   252983   CODDA17
16653   05/09/2010   198906   CODDA13
16654   03/06/2010   219366   CODDA19
16655   12/26/2009   161841   CODDA16
16656   06/27/2009   238186   CODDA19
16657   06/02/2010   233424   CODDA19
16658   04/14/2011   267454   CODDA19
16659   09/30/2009   263730   CODDA15
16660   03/26/2010   299577   CODDA17
16661   11/16/2009   132031   CODDA18
16662   06/20/2011   133307   CODDA12
16663   07/12/2009   287736   CODDA19
16664   11/27/2009   243946   CODDA17
16665   05/22/2011   247247   CODDA17
16666   02/13/2011   293888   CODDA14
16667   08/13/2009   217217   CODDA17
16668   04/07/2010   297110   CODDA13
16669   07/15/2009   274242   CODDA15
16670   03/03/2011   222033   CODDA18
16671   07/10/2011   225727   CODDA17
16672   05/24/2010   135712   CODDA14
16673   01/17/2011   117515   CODDA14
16674   10/28/2009   296728   CODDA13
16675   03/14/2011   103736   CODDA13
16676   09/14/2009   181517   CODDA19
16677   10/29/2010   206079   CODDA13
16678   05/23/2011   137226   CODDA19
16679   01/17/2011   204143   CODDA15
16680   10/20/2010   260192   CODDA19
16681   04/04/2011   293543   CODDA12
16682   08/05/2010   107544   CODDA14
16683   09/08/2010   249684   CODDA15
16684   06/23/2011   141749   CODDA11
16685   05/05/2011   221563   CODDA14
16686   07/27/2010   130173   CODDA19
16687   10/23/2010   158271   CODDA16
16688   12/28/2009   295334   CODDA20
16689   12/24/2010   160744   CODDA15
16690   11/12/2010   119535   CODDA14
16691   07/03/2009   120493   CODDA20
16692   10/03/2010   128628   CODDA13
16693   11/21/2010   285795   CODDA20
16694   03/20/2011   160090   CODDA11
16695   05/25/2011   208747   CODDA15
16696   07/14/2011   107674   CODDA19
16697   04/17/2010   123881   CODDA20
16698   04/04/2010   165898   CODDA19
16699   10/04/2009   229213   CODDA15
16700   09/24/2009   253819   CODDA19
16701   04/22/2011   193018   CODDA12
16702   02/07/2011   120020   CODDA12
16703   04/16/2010   203696   CODDA18
16704   06/27/2011   137315   CODDA14
16705   11/17/2010   155815   CODDA13
16706   10/19/2009   149560   CODDA19
16707   03/28/2010   169634   CODDA19
16708   08/30/2010   161451   CODDA15
16709   07/02/2009   262723   CODDA12
16710   07/10/2011   121338   CODDA18
16711   02/08/2011   263245   CODDA13
16712   10/09/2010   140709   CODDA19
16713   05/20/2011   237590   CODDA20
16714   06/27/2010   108114   CODDA13
16715   07/14/2009   220399   CODDA14
16716   09/04/2009   190115   CODDA13
16717   03/22/2010   289885   CODDA16
16718   05/04/2010   264346   CODDA18
16719   02/02/2010   247409   CODDA15
16720   09/17/2009   211207   CODDA12
16721   04/08/2010   153505   CODDA18
16722   04/03/2011   176268   CODDA19
16723   09/07/2010   176562   CODDA13
16724   04/03/2011   213624   CODDA19
16725   11/25/2009   130846   CODDA13
16726   03/12/2010   150563   CODDA12
16727   07/23/2009   286382   CODDA17
16728   10/14/2009   295035   CODDA17
16729   04/18/2011   296284   CODDA18
16730   01/24/2011   238680   CODDA12
16731   08/10/2010   263338   CODDA16
16732   06/03/2010   147627   CODDA19
16733   08/17/2009   110964   CODDA20
16734   11/06/2010   263714   CODDA20
16735   05/21/2011   218797   CODDA11
16736   11/17/2009   107121   CODDA11
16737   02/24/2011   101507   CODDA18
16738   05/03/2011   115687   CODDA20
16739   10/05/2009   135091   CODDA11
16740   02/16/2010   105949   CODDA15
16741   03/02/2011   210417   CODDA15
16742   03/01/2010   275308   CODDA19
16743   02/03/2010   247869   CODDA18
16744   08/11/2009   276196   CODDA15
16745   06/13/2011   160123   CODDA20
16746   04/30/2010   191394   CODDA13
16747   05/12/2011   170258   CODDA19
16748   06/01/2011   285141   CODDA20
16749   08/25/2010   193933   CODDA16
16750   11/23/2010   108409   CODDA12
16751   07/07/2009   254662   CODDA19
16752   07/26/2010   256179   CODDA16
16753   09/16/2010   167854   CODDA13
16754   07/20/2009   225548   CODDA14
16755   03/18/2010   140743   CODDA16
16756   02/01/2011   299960   CODDA13
16757   08/24/2010   215789   CODDA12
16758   02/05/2010   239369   CODDA13
16759   06/08/2011   217183   CODDA13
16760   08/12/2009   184018   CODDA18
16761   02/18/2010   178329   CODDA14
16762   01/29/2010   186945   CODDA13
16763   02/20/2011   232712   CODDA19
16764   09/11/2009   134175   CODDA16
16765   03/16/2011   156122   CODDA16
16766   08/15/2010   114645   CODDA18
16767   09/13/2010   276900   CODDA19
16768   09/12/2009   296344   CODDA14
16769   08/30/2010   284308   CODDA20
16770   04/05/2010   269685   CODDA11
16771   12/23/2010   122143   CODDA16
16772   01/27/2010   172052   CODDA17
16773   07/03/2011   280928   CODDA18
16774   05/24/2010   193258   CODDA11
16775   01/21/2010   149804   CODDA18
16776   09/15/2010   102634   CODDA19
16777   06/27/2011   261310   CODDA19
16778   03/26/2010   203659   CODDA16
16779   02/12/2011   154819   CODDA18
16780   06/17/2010   289035   CODDA14
16781   12/08/2009   272780   CODDA13
16782   07/19/2010   233831   CODDA15
16783   05/24/2010   102897   CODDA14
16784   03/07/2010   171555   CODDA13
16785   11/04/2010   263539   CODDA20
16786   09/05/2010   284844   CODDA18
16787   04/24/2010   274496   CODDA12
16788   08/06/2010   108249   CODDA11
16789   03/22/2011   209829   CODDA19
16790   12/14/2009   299841   CODDA15
16791   04/10/2010   208885   CODDA14
16792   10/27/2010   191755   CODDA14
16793   03/09/2010   232824   CODDA16
16794   06/18/2010   239884   CODDA16
16795   06/04/2010   168348   CODDA15
16796   02/11/2010   114354   CODDA20
16797   12/16/2009   110575   CODDA17
16798   04/26/2011   238585   CODDA18
16799   04/24/2010   283840   CODDA18
16800   11/21/2009   259524   CODDA18
16801   06/29/2009   277746   CODDA12
16802   03/21/2010   233576   CODDA16
16803   01/27/2011   100959   CODDA14
16804   01/11/2011   212651   CODDA17
16805   08/14/2010   248202   CODDA19
16806   12/19/2009   205104   CODDA18
16807   09/24/2009   133915   CODDA20
16808   02/07/2010   223109   CODDA11
16809   06/09/2010   171686   CODDA13
16810   08/23/2009   223617   CODDA15
16811   01/04/2010   213711   CODDA19
16812   04/08/2011   224917   CODDA12
16813   10/14/2009   208159   CODDA16
16814   11/24/2009   233238   CODDA14
16815   02/13/2011   275752   CODDA13
16816   12/12/2010   115569   CODDA15
16817   04/13/2010   137998   CODDA12
16818   09/23/2009   283556   CODDA18
16819   08/10/2010   244760   CODDA12
16820   02/24/2011   129642   CODDA11
16821   02/18/2011   142755   CODDA18
16822   02/22/2011   199710   CODDA15
16823   06/15/2011   228861   CODDA15
16824   04/12/2011   222674   CODDA15
16825   07/14/2011   238515   CODDA14
16826   07/09/2011   208529   CODDA11
16827   07/02/2009   228173   CODDA18
16828   06/12/2010   210108   CODDA18
16829   06/26/2009   211012   CODDA16
16830   05/09/2010   263461   CODDA18
16831   11/13/2010   242327   CODDA17
16832   12/28/2009   195314   CODDA19
16833   01/14/2011   269714   CODDA15
16834   12/27/2009   229014   CODDA19
16835   06/09/2010   127902   CODDA19
16836   03/05/2011   232652   CODDA17
16837   09/29/2010   184048   CODDA11
16838   02/17/2011   273775   CODDA18
16839   11/12/2010   131662   CODDA12
16840   11/11/2009   216477   CODDA17
16841   10/27/2010   283738   CODDA13
16842   01/31/2011   166564   CODDA16
16843   03/16/2011   252717   CODDA11
16844   05/15/2010   219594   CODDA11
16845   12/06/2010   191366   CODDA13
16846   09/25/2009   191443   CODDA13
16847   11/14/2009   107313   CODDA13
16848   06/06/2011   134793   CODDA19
16849   12/09/2010   274606   CODDA12
16850   12/16/2010   217177   CODDA15
16851   11/27/2010   199997   CODDA19
16852   08/06/2009   147894   CODDA17
16853   09/09/2010   143935   CODDA12
16854   09/07/2009   270645   CODDA14
16855   02/14/2011   180869   CODDA14
16856   06/26/2009   102985   CODDA14
16857   04/05/2010   234212   CODDA14
16858   03/23/2010   260242   CODDA15
16859   12/09/2010   252165   CODDA14
16860   07/19/2010   213339   CODDA20
16861   10/07/2009   110386   CODDA14
16862   01/31/2010   175417   CODDA12
16863   08/04/2010   244969   CODDA16
16864   09/11/2010   165924   CODDA12
16865   01/18/2010   276388   CODDA13
16866   08/13/2010   212926   CODDA15
16867   09/10/2009   172143   CODDA19
16868   12/18/2010   215797   CODDA13
16869   07/07/2011   154822   CODDA18
16870   11/13/2010   227737   CODDA16
16871   07/09/2009   191623   CODDA13
16872   05/22/2011   285779   CODDA18
16873   10/29/2009   121575   CODDA18
16874   10/30/2010   292453   CODDA20
16875   12/11/2009   210790   CODDA15
16876   12/26/2010   132452   CODDA19
16877   02/21/2011   170234   CODDA19
16878   09/08/2010   245528   CODDA15
16879   08/19/2009   115201   CODDA16
16880   05/03/2011   108855   CODDA17
16881   11/08/2010   291117   CODDA19
16882   07/03/2011   174863   CODDA14
16883   12/14/2009   116777   CODDA18
16884   09/25/2009   237539   CODDA19
16885   12/27/2010   248120   CODDA14
16886   02/01/2010   127623   CODDA19
16887   08/30/2009   278286   CODDA12
16888   05/16/2010   143946   CODDA12
16889   01/04/2010   292177   CODDA14
16890   10/16/2010   293663   CODDA15
16891   03/13/2011   171973   CODDA17
16892   07/18/2010   276407   CODDA18
16893   07/23/2009   125925   CODDA13
16894   01/08/2011   108217   CODDA17
16895   01/11/2010   183707   CODDA13
16896   04/07/2010   290391   CODDA16
16897   03/01/2011   175051   CODDA14
16898   01/07/2011   236763   CODDA19
16899   12/27/2010   124665   CODDA15
16900   08/03/2009   256004   CODDA17
16901   05/20/2010   160620   CODDA19
16902   05/08/2011   147564   CODDA13
16903   03/21/2011   138610   CODDA19
16904   03/09/2010   198574   CODDA12
16905   04/21/2010   158388   CODDA16
16906   12/16/2009   119653   CODDA13
16907   05/19/2011   202016   CODDA15
16908   06/13/2011   255964   CODDA17
16909   07/02/2011   250555   CODDA17
16910   01/22/2011   296854   CODDA12
16911   08/15/2009   298874   CODDA15
16912   07/23/2009   227755   CODDA16
16913   12/19/2009   180265   CODDA19
16914   05/05/2011   233241   CODDA19
16915   11/28/2010   109863   CODDA14
16916   04/09/2011   206599   CODDA14
16917   03/17/2011   237222   CODDA12
16918   05/04/2011   104191   CODDA11
16919   10/30/2010   114981   CODDA18
16920   04/05/2010   273794   CODDA15
16921   05/19/2010   218973   CODDA11
16922   07/23/2010   211901   CODDA11
16923   08/19/2009   252423   CODDA13
16924   04/19/2010   140579   CODDA14
16925   08/06/2010   264786   CODDA11
16926   01/06/2010   194722   CODDA16
16927   11/17/2010   228775   CODDA16
16928   06/02/2011   147113   CODDA19
16929   10/02/2009   167451   CODDA20
16930   03/18/2010   252853   CODDA18
16931   04/09/2011   185884   CODDA17
16932   10/05/2009   169225   CODDA15
16933   09/26/2010   157085   CODDA18
16934   03/15/2011   141573   CODDA16
16935   06/21/2011   240832   CODDA14
16936   05/08/2010   129963   CODDA12
16937   05/12/2011   150362   CODDA18
16938   10/18/2009   162333   CODDA20
16939   11/10/2010   199076   CODDA17
16940   09/03/2009   228161   CODDA14
16941   07/29/2010   118542   CODDA20
16942   08/27/2009   285030   CODDA15
16943   01/22/2010   265319   CODDA18
16944   10/01/2010   297356   CODDA14
16945   12/07/2009   199935   CODDA14
16946   11/15/2010   127784   CODDA17
16947   07/18/2009   112772   CODDA16
16948   12/19/2009   275972   CODDA14
16949   08/01/2009   166896   CODDA12
16950   07/23/2010   104706   CODDA12
16951   05/20/2011   129726   CODDA18
16952   09/26/2010   167358   CODDA18
16953   07/15/2011   204399   CODDA19
16954   01/31/2010   289674   CODDA15
16955   02/22/2011   102819   CODDA16
16956   05/06/2010   260163   CODDA16
16957   07/14/2009   298093   CODDA19
16958   11/14/2009   244921   CODDA11
16959   10/03/2010   228917   CODDA19
16960   11/15/2009   191135   CODDA19
16961   12/08/2010   101457   CODDA20
16962   06/19/2010   192343   CODDA12
16963   02/07/2010   216203   CODDA19
16964   07/07/2009   173630   CODDA16
16965   02/11/2010   243662   CODDA14
16966   08/02/2009   103161   CODDA20
16967   03/26/2010   290949   CODDA20
16968   11/01/2009   144390   CODDA19
16969   10/19/2009   209921   CODDA16
16970   09/26/2010   231908   CODDA14
16971   03/09/2010   241875   CODDA15
16972   08/09/2009   243525   CODDA20
16973   12/25/2010   138589   CODDA15
16974   09/29/2009   126747   CODDA19
16975   06/26/2011   275023   CODDA14
16976   11/13/2009   255726   CODDA15
16977   07/02/2009   154304   CODDA12
16978   02/20/2010   104548   CODDA11
16979   04/15/2011   154054   CODDA15
16980   01/04/2011   178833   CODDA19
16981   08/14/2009   265482   CODDA18
16982   11/26/2009   133608   CODDA17
16983   07/08/2011   262918   CODDA19
16984   07/06/2010   142246   CODDA12
16985   06/08/2011   262368   CODDA18
16986   06/22/2010   162632   CODDA11
16987   02/27/2010   210288   CODDA19
16988   05/03/2011   208225   CODDA18
16989   09/06/2010   273060   CODDA16
16990   08/23/2010   176526   CODDA20
16991   07/24/2010   271834   CODDA17
16992   06/27/2010   149553   CODDA16
16993   06/26/2011   136989   CODDA17
16994   08/11/2009   129159   CODDA16
16995   09/21/2009   130530   CODDA12
16996   03/18/2010   174748   CODDA18
16997   09/13/2009   215167   CODDA15
16998   09/01/2010   263048   CODDA15
16999   04/03/2010   160244   CODDA11
17000   11/08/2010   207104   CODDA12
17001   02/19/2011   216635   CODDA13
17002   03/12/2011   153967   CODDA20
17003   02/10/2011   181591   CODDA17
17004   11/03/2010   178175   CODDA13
17005   08/18/2009   207237   CODDA12
17006   08/11/2009   232667   CODDA16
17007   09/17/2010   138405   CODDA20
17008   03/11/2011   139721   CODDA14
17009   10/27/2010   228268   CODDA15
17010   02/20/2010   289022   CODDA19
17011   03/23/2011   188563   CODDA14
17012   08/10/2009   236963   CODDA14
17013   12/04/2009   219706   CODDA15
17014   03/03/2010   181793   CODDA16
17015   07/08/2009   295162   CODDA12
17016   06/04/2010   106732   CODDA12
17017   11/21/2010   179518   CODDA17
17018   05/28/2011   100651   CODDA12
17019   08/24/2010   299814   CODDA19
17020   02/27/2011   192696   CODDA12
17021   01/17/2010   184517   CODDA13
17022   08/18/2009   179141   CODDA14
17023   10/14/2009   150648   CODDA12
17024   03/17/2011   286712   CODDA16
17025   07/02/2009   251175   CODDA19
17026   10/18/2010   195714   CODDA14
17027   11/08/2009   267458   CODDA15
17028   07/13/2009   235939   CODDA20
17029   08/02/2009   149898   CODDA17
17030   07/12/2010   164800   CODDA18
17031   07/08/2009   212431   CODDA12
17032   03/03/2010   258167   CODDA18
17033   04/02/2011   268049   CODDA15
17034   05/02/2010   221965   CODDA16
17035   11/25/2009   198334   CODDA12
17036   08/25/2010   106647   CODDA20
17037   09/19/2009   256146   CODDA13
17038   10/31/2010   141781   CODDA12
17039   01/11/2010   254093   CODDA16
17040   05/23/2011   119839   CODDA19
17041   10/02/2009   188405   CODDA17
17042   09/22/2009   266259   CODDA14
17043   01/14/2010   120633   CODDA15
17044   06/01/2010   102077   CODDA18
17045   04/18/2010   249047   CODDA19
17046   08/11/2009   170720   CODDA15
17047   04/20/2011   223562   CODDA13
17048   04/15/2010   271374   CODDA19
17049   01/11/2011   241272   CODDA19
17050   05/01/2011   201087   CODDA12
17051   09/26/2009   172552   CODDA12
17052   10/09/2009   144465   CODDA15
17053   04/14/2010   239242   CODDA12
17054   01/29/2010   178860   CODDA19
17055   08/20/2010   180215   CODDA15
17056   02/08/2011   259839   CODDA16
17057   06/08/2011   256034   CODDA13
17058   11/13/2010   150939   CODDA16
17059   01/27/2010   153951   CODDA15
17060   05/26/2010   112105   CODDA18
17061   08/23/2010   220626   CODDA11
17062   11/08/2009   254234   CODDA13
17063   05/29/2011   109028   CODDA18
17064   01/19/2010   213318   CODDA17
17065   11/14/2009   169811   CODDA13
17066   09/24/2009   159785   CODDA14
17067   07/01/2009   294946   CODDA16
17068   11/15/2009   243179   CODDA13
17069   03/09/2011   286670   CODDA16
17070   04/10/2010   274590   CODDA16
17071   01/08/2011   226446   CODDA20
17072   11/16/2010   147468   CODDA19
17073   07/12/2009   147811   CODDA17
17074   01/03/2011   156753   CODDA15
17075   08/25/2010   101335   CODDA19
17076   08/10/2009   278143   CODDA13
17077   06/08/2010   244052   CODDA13
17078   12/21/2009   105930   CODDA13
17079   01/16/2011   129681   CODDA17
17080   02/01/2011   219098   CODDA16
17081   11/07/2010   151700   CODDA12
17082   07/14/2010   132600   CODDA15
17083   11/01/2010   182287   CODDA14
17084   02/04/2011   263406   CODDA14
17085   07/07/2011   207650   CODDA19
17086   07/27/2010   251175   CODDA12
17087   07/05/2011   195497   CODDA16
17088   07/15/2011   275742   CODDA14
17089   03/31/2010   243795   CODDA13
17090   04/05/2010   154115   CODDA15
17091   03/06/2011   290333   CODDA14
17092   01/26/2011   172038   CODDA18
17093   10/28/2009   144254   CODDA17
17094   10/01/2009   109571   CODDA15
17095   01/22/2011   129831   CODDA12
17096   10/20/2009   189035   CODDA13
17097   10/20/2010   139432   CODDA12
17098   04/19/2010   287969   CODDA14
17099   11/17/2009   161354   CODDA14
17100   12/14/2009   158192   CODDA14
17101   03/05/2010   274762   CODDA18
17102   06/30/2011   252064   CODDA14
17103   01/12/2011   276062   CODDA16
17104   03/06/2010   195110   CODDA15
17105   07/16/2009   267264   CODDA13
17106   11/22/2009   172743   CODDA17
17107   12/18/2009   129077   CODDA14
17108   10/13/2010   194667   CODDA18
17109   05/16/2011   287864   CODDA18
17110   06/28/2009   255751   CODDA19
17111   03/20/2010   141325   CODDA12
17112   10/10/2010   274591   CODDA15
17113   07/15/2010   233535   CODDA11
17114   09/30/2009   278577   CODDA17
17115   02/02/2010   158876   CODDA15
17116   10/14/2009   281127   CODDA17
17117   03/12/2010   198386   CODDA19
17118   12/31/2009   152404   CODDA17
17119   07/26/2010   120969   CODDA19
17120   08/19/2010   190743   CODDA14
17121   10/08/2010   243735   CODDA17
17122   02/23/2010   155379   CODDA15
17123   10/04/2009   241527   CODDA13
17124   07/22/2009   160948   CODDA15
17125   10/21/2010   111933   CODDA16
17126   04/04/2010   293496   CODDA18
17127   01/12/2010   219857   CODDA18
17128   09/12/2009   139832   CODDA17
17129   08/11/2009   108488   CODDA14
17130   01/01/2011   173451   CODDA20
17131   05/18/2011   131034   CODDA16
17132   06/27/2010   239063   CODDA13
17133   12/23/2009   156420   CODDA19
17134   01/01/2011   162784   CODDA16
17135   09/22/2010   277500   CODDA15
17136   02/14/2010   170670   CODDA14
17137   09/06/2010   114656   CODDA12
17138   09/19/2010   258008   CODDA12
17139   08/18/2009   194931   CODDA13
17140   11/06/2009   240800   CODDA19
17141   12/02/2009   120306   CODDA19
17142   12/21/2010   210664   CODDA13
17143   04/30/2010   118309   CODDA14
17144   08/25/2009   216524   CODDA12
17145   11/05/2010   130853   CODDA13
17146   01/25/2010   279502   CODDA17
17147   12/18/2010   178103   CODDA18
17148   01/22/2011   219014   CODDA14
17149   02/02/2011   291429   CODDA18
17150   08/20/2009   286042   CODDA14
17151   02/10/2010   203215   CODDA18
17152   12/01/2010   267950   CODDA15
17153   11/23/2009   120716   CODDA12
17154   12/31/2009   264558   CODDA11
17155   10/23/2009   163941   CODDA19
17156   01/28/2011   279637   CODDA20
17157   04/22/2011   281159   CODDA15
17158   07/02/2010   286524   CODDA17
17159   04/11/2011   115194   CODDA16
