REGION,COUNTY,WUG Name,RIVER BASIN,P2020,P2030,P2040,P2050,P2060,P2070
D,VAN ZANDT,WILLS POINT,TRINITY,2140,2161,2177,2194,2207,2218
D,WOOD,ALBA,SABINE,537,560,569,582,589,594
D,WOOD,BRIGHT STAR-SALEM SUD,SABINE,1557,1622,1648,1689,1709,1722
D,WOOD,COUNTY-OTHER,CYPRESS,894,931,947,969,982,989
D,WOOD,COUNTY-OTHER,SABINE,4056,4225,4292,4397,4450,4485
D,WOOD,CYPRESS SPRINGS SUD,CYPRESS,364,379,385,395,399,403
D,WOOD,FOUKE WSC,SABINE,7240,7542,7664,7852,7945,8008
D,WOOD,GOLDEN WSC,SABINE,2680,2791,2836,2906,2940,2964
D,WOOD,HAWKINS,SABINE,1367,1424,1447,1482,1500,1512
D,WOOD,HOLLY RANCH WATER COMPANY,SABINE,2746,2860,2907,2978,3013,3037
D,WOOD,JONES WSC,SABINE,3870,4032,4097,4197,4247,4281
D,WOOD,MINEOLA,SABINE,4827,5029,5110,5235,5297,5339
D,WOOD,NEW HOPE SUD,SABINE,2534,2640,2682,2748,2781,2803
D,WOOD,PRITCHETT WSC,SABINE,81,84,85,87,88,89
D,WOOD,QUITMAN,SABINE,1934,2015,2048,2098,2123,2140
D,WOOD,RAMEY WSC,SABINE,3512,3659,3718,3809,3854,3885
D,WOOD,SHARON WSC,CYPRESS,1228,1280,1300,1332,1348,1359
D,WOOD,SHARON WSC,SABINE,2516,2621,2663,2729,2761,2783
D,WOOD,WINNSBORO,CYPRESS,1127,1174,1193,1222,1236,1246
D,WOOD,WINNSBORO,SABINE,1792,1867,1897,1944,1967,1983
E,BREWSTER,ALPINE,RIO GRANDE,6066,6185,6231,6265,6283,6293
E,BREWSTER,COUNTY-OTHER,RIO GRANDE,3661,3906,3999,4069,4104,4124
E,CULBERSON,COUNTY-OTHER,RIO GRANDE,376,412,428,443,451,457
E,CULBERSON,VAN HORN,RIO GRANDE,2319,2542,2641,2730,2782,2815
E,EL PASO,ANTHONY,RIO GRANDE,6210,7461,8623,9774,10864,11889
E,EL PASO,CLINT,RIO GRANDE,926,926,926,926,926,926
E,EL PASO,COUNTY-OTHER,RIO GRANDE,38422,42056,45430,48778,51947,54927
E,EL PASO,EL PASO,RIO GRANDE,734031,822625,904900,986455,1063672,1136275
E,EL PASO,EL PASO COUNTY TORNILLO WID,RIO GRANDE,2790,2802,2814,2825,2836,2846
E,EL PASO,EL PASO WCID #4,RIO GRANDE,8858,9131,9385,9636,9874,10098
E,EL PASO,FORT BLISS,RIO GRANDE,8929,9282,9610,9935,10242,10531
E,EL PASO,HORIZON CITY,RIO GRANDE,28607,40995,52499,63902,74699,84851
E,EL PASO,HORIZON REGIONAL MUD,RIO GRANDE,24522,34026,42852,51600,59883,67671
E,EL PASO,LOWER VALLEY WD,RIO GRANDE,33186,42193,50558,58849,66699,74080
E,EL PASO,SOCORRO,RIO GRANDE,37031,42267,47129,51949,56512,60803
E,EL PASO,VINTON,RIO GRANDE,2053,2139,2219,2298,2373,2443
E,HUDSPETH,COUNTY-OTHER,RIO GRANDE,3293,3624,3725,3798,3833,3851
E,HUDSPETH,SIERRA BLANCA,RIO GRANDE,620,680,699,713,720,724
E,JEFF DAVIS,COUNTY-OTHER,RIO GRANDE,1134,1134,1134,1134,1134,1134
E,JEFF DAVIS,FORT DAVIS,RIO GRANDE,1264,1264,1264,1264,1264,1264
E,PRESIDIO,COUNTY-OTHER,RIO GRANDE,1622,1804,1981,2173,2347,2511
E,PRESIDIO,MARFA,RIO GRANDE,2203,2394,2578,2781,2962,3134
E,PRESIDIO,PRESIDIO,RIO GRANDE,4867,5247,5615,6018,6379,6722
E,TERRELL,COUNTY-OTHER,RIO GRANDE,156,159,159,159,159,159
E,TERRELL,SANDERSON,RIO GRANDE,889,910,910,910,910,910
F,ANDREWS,ANDREWS,COLORADO,14967,18281,21239,24676,28669,33309
F,ANDREWS,COUNTY-OTHER,COLORADO,4109,4550,4989,5414,5833,6238
F,ANDREWS,COUNTY-OTHER,RIO GRANDE,13,16,18,21,24,27
F,BORDEN,COUNTY-OTHER,BRAZOS,40,41,41,41,41,41
F,BORDEN,COUNTY-OTHER,COLORADO,619,630,630,630,630,630
F,BROWN,BANGS,COLORADO,1673,1713,1713,1713,1713,1713
F,BROWN,BROOKESMITH SUD,COLORADO,7947,8138,8138,8138,8138,8138
F,BROWN,BROWNWOOD,COLORADO,20126,20610,20610,20610,20610,20610
F,BROWN,COLEMAN COUNTY SUD,COLORADO,130,133,133,133,133,133
F,BROWN,COUNTY-OTHER,BRAZOS,75,76,76,76,76,76
F,BROWN,COUNTY-OTHER,COLORADO,2322,2389,2389,2389,2389,2389
F,BROWN,EARLY,COLORADO,2882,2952,2952,2952,2952,2952
F,BROWN,ZEPHYR WSC,COLORADO,4606,4706,4706,4706,4706,4706
F,COKE,BRONTE,COLORADO,1000,1000,1000,1000,1000,1000
F,COKE,COUNTY-OTHER,COLORADO,1270,1270,1270,1270,1270,1270
F,COKE,ROBERT LEE,COLORADO,1050,1050,1050,1050,1050,1050
F,COLEMAN,BROOKESMITH SUD,COLORADO,40,41,41,41,41,41
F,COLEMAN,COLEMAN,COLORADO,4820,4928,4928,4928,4928,4928
F,COLEMAN,COLEMAN COUNTY SUD,COLORADO,2925,2991,2991,2991,2991,2991
F,COLEMAN,COUNTY-OTHER,COLORADO,193,197,197,197,197,197
F,COLEMAN,SANTA ANNA,COLORADO,1125,1150,1150,1150,1150,1150
F,CONCHO,COUNTY-OTHER,COLORADO,732,744,744,744,744,744
F,CONCHO,EDEN,COLORADO,2937,2985,2985,2985,2985,2985
F,CONCHO,MILLERSVIEW-DOOLE WSC,COLORADO,670,681,681,681,681,681
F,CRANE,COUNTY-OTHER,RIO GRANDE,1411,1787,2089,2372,2609,2809
F,CRANE,CRANE,RIO GRANDE,3645,3926,4152,4365,4542,4692
F,CROCKETT,COUNTY-OTHER,RIO GRANDE,226,172,160,152,149,147
F,CROCKETT,CROCKETT COUNTY WCID #1,RIO GRANDE,3885,4214,4286,4334,4351,4359
F,ECTOR,COUNTY-OTHER,COLORADO,25374,28639,32082,35609,39183,42784
F,ECTOR,COUNTY-OTHER,RIO GRANDE,1933,2181,2443,2712,2984,3258
F,ECTOR,ECTOR COUNTY UD,COLORADO,15197,17153,19214,21327,23467,25624
F,ECTOR,GREATER GARDENDALE WSC,COLORADO,1974,2229,2496,2771,3049,3329
F,ECTOR,ODESSA,COLORADO,112479,126955,142211,157849,173688,189651
F,GLASSCOCK,COUNTY-OTHER,COLORADO,1341,1429,1429,1429,1429,1429
F,HOWARD,BIG SPRING,COLORADO,29073,30340,30860,30860,30860,30860
F,HOWARD,COAHOMA,COLORADO,871,909,925,925,925,925
F,HOWARD,COUNTY-OTHER,COLORADO,7366,7687,7818,7818,7818,7818
F,IRION,COUNTY-OTHER,COLORADO,861,870,870,870,870,870
F,IRION,MERTZON,COLORADO,823,832,832,832,832,832
F,KIMBLE,COUNTY-OTHER,COLORADO,2078,2097,2097,2097,2097,2097
F,KIMBLE,JUNCTION,COLORADO,2632,2657,2657,2657,2657,2657
F,LOVING,COUNTY-OTHER,RIO GRANDE,82,82,82,82,82,82
F,MARTIN,COUNTY-OTHER,COLORADO,2611,2877,3067,3237,3365,3463
F,MARTIN,STANTON,COLORADO,2822,3109,3315,3498,3635,3742
F,MASON,COUNTY-OTHER,COLORADO,1898,1898,1898,1898,1898,1898
F,MASON,MASON,COLORADO,2114,2114,2114,2114,2114,2114
F,MCCULLOCH,BRADY,COLORADO,5763,6007,6027,6090,6108,6117
F,MCCULLOCH,COUNTY-OTHER,COLORADO,583,608,610,617,619,620
F,MCCULLOCH,MILLERSVIEW-DOOLE WSC,COLORADO,1057,1101,1105,1116,1120,1121
F,MCCULLOCH,RICHLAND SUD,COLORADO,1232,1284,1288,1302,1305,1307
F,MENARD,COUNTY-OTHER,COLORADO,770,770,770,770,770,770
F,MENARD,MENARD,COLORADO,1472,1472,1472,1472,1472,1472
F,MIDLAND,COUNTY-OTHER,COLORADO,26537,30028,33443,36888,40289,43621
F,MIDLAND,GREATER GARDENDALE WSC,COLORADO,1007,1173,1335,1498,1659,1818
F,MIDLAND,MIDLAND,COLORADO,130267,139416,153566,167838,181927,195734
F,MIDLAND,ODESSA,COLORADO,2207,2770,3321,3876,4424,4961
F,MITCHELL,COLORADO CITY,COLORADO,5064,5686,5801,5859,5918,5978
F,MITCHELL,COUNTY-OTHER,COLORADO,4840,4996,5104,5177,5231,5270
F,MITCHELL,LORAINE,COLORADO,627,647,661,670,677,682
F,PECOS,COUNTY-OTHER,RIO GRANDE,3115,3349,3574,3784,3972,4141
F,PECOS,FORT STOCKTON,RIO GRANDE,9074,9752,10414,11024,11568,12059
F,PECOS,IRAAN,RIO GRANDE,1347,1447,1546,1636,1717,1790
F,PECOS,PECOS COUNTY WCID #1,RIO GRANDE,3451,3709,3961,4193,4400,4586
F,REAGAN,BIG LAKE,COLORADO,3360,3753,3986,4197,4343,4449
F,REAGAN,COUNTY-OTHER,COLORADO,493,550,585,615,637,653
F,REEVES,COUNTY-OTHER,RIO GRANDE,3465,3709,3907,4043,4148,4225
F,REEVES,MADERA VALLEY WSC,RIO GRANDE,2025,2168,2284,2363,2424,2469
F,REEVES,PECOS,RIO GRANDE,9635,10316,10866,11244,11534,11749
F,RUNNELS,BALLINGER,COLORADO,3864,3966,3966,3966,3966,3966
F,RUNNELS,COLEMAN COUNTY SUD,COLORADO,110,113,113,113,113,113
F,RUNNELS,COUNTY-OTHER,COLORADO,2546,2633,2633,2633,2633,2633
F,RUNNELS,MILES,COLORADO,963,1119,1119,1119,1119,1119
F,RUNNELS,MILLERSVIEW-DOOLE WSC,COLORADO,772,772,772,772,772,772
F,RUNNELS,WINTERS,COLORADO,2628,2697,2697,2697,2697,2697
F,SCHLEICHER,COUNTY-OTHER,COLORADO,1648,1927,2072,2158,2210,2243
F,SCHLEICHER,COUNTY-OTHER,RIO GRANDE,211,227,235,240,244,245
F,SCHLEICHER,ELDORADO,COLORADO,1952,1952,1952,1952,1952,1952
F,SCURRY,COUNTY-OTHER,BRAZOS,2053,2320,2501,2706,2913,3127
F,SCURRY,COUNTY-OTHER,COLORADO,4176,4439,4784,5172,5564,5972
F,SCURRY,SNYDER,COLORADO,13682,15738,16964,18358,19769,21223
F,STERLING,COUNTY-OTHER,COLORADO,271,281,284,284,284,284
F,STERLING,STERLING CITY,COLORADO,944,979,991,991,991,991
F,SUTTON,COUNTY-OTHER,COLORADO,189,203,209,213,215,216
F,SUTTON,COUNTY-OTHER,RIO GRANDE,1018,1096,1124,1146,1158,1165
F,SUTTON,SONORA,RIO GRANDE,3319,3573,3665,3737,3775,3797
F,TOM GREEN,CONCHO RURAL WATER CORPORATION,COLORADO,6116,6469,6766,7027,7273,7496
F,TOM GREEN,COUNTY-OTHER,COLORADO,9972,10547,11031,11455,11858,12222
F,TOM GREEN,MILLERSVIEW-DOOLE WSC,COLORADO,1881,1990,2081,2162,2237,2306
F,TOM GREEN,SAN ANGELO,COLORADO,105083,118480,125807,133586,141847,150618
F,UPTON,COUNTY-OTHER,COLORADO,235,254,263,272,278,281
F,UPTON,COUNTY-OTHER,RIO GRANDE,523,565,585,606,617,627
F,UPTON,MCCAMEY,RIO GRANDE,2076,2245,2322,2403,2453,2487
F,UPTON,RANKIN,RIO GRANDE,856,926,958,991,1012,1026
F,WARD,COUNTY-OTHER,RIO GRANDE,3981,4221,4391,4529,4633,4712
F,WARD,MONAHANS,RIO GRANDE,7473,7923,8243,8500,8696,8845
F,WINKLER,COUNTY-OTHER,RIO GRANDE,1174,1780,2275,2806,3235,3604
F,WINKLER,KERMIT,RIO GRANDE,5796,5871,5933,5999,6052,6098
F,WINKLER,WINK,RIO GRANDE,1063,1166,1251,1342,1415,1479
G,BELL,439 WSC,BRAZOS,7584,8435,9318,10292,11369,12559
G,BELL,ARMSTRONG WSC,BRAZOS,2283,2416,2561,2710,2856,3000
G,BELL,BARTLETT,BRAZOS,828,958,1101,1247,1390,1531
G,BELL,BELL-MILAM FALLS WSC,BRAZOS,2301,2442,2596,2754,2909,3061
G,BELL,BELTON,BRAZOS,21841,25287,29041,32897,36680,40404
G,BELL,CHISHOLM TRAIL SUD,BRAZOS,2971,3440,3951,4476,4990,5497
G,BELL,COUNTY-OTHER,BRAZOS,5166,10545,16824,23205,29347,35261
G,BELL,DOG RIDGE WSC,BRAZOS,3145,3642,4182,4737,5282,5818
G,BELL,EAST BELL WSC,BRAZOS,3641,4240,4893,5563,6221,6868
G,BELL,ELM CREEK WSC,BRAZOS,2376,2784,3229,3686,4134,4575
G,BELL,FORT HOOD,BRAZOS,17282,17282,17282,17282,17282,17282
G,BELL,HARKER HEIGHTS,BRAZOS,32012,37064,42566,48218,53763,59222
G,BELL,HOLLAND,BRAZOS,1138,1154,1171,1189,1206,1223
G,BELL,JARRELL-SCHWERTNER WSC,BRAZOS,1369,1584,1820,2061,2298,2531
G,BELL,KEMPNER WSC,BRAZOS,2004,2320,2664,3018,3365,3707
G,BELL,KILLEEN,BRAZOS,153371,177572,203934,231012,257581,283732
G,BELL,LITTLE RIVER-ACADEMY,BRAZOS,2231,2488,2768,3056,3338,3616
G,BELL,MOFFAT WSC,BRAZOS,4101,4263,4440,4621,4799,4974
G,BELL,MORGAN'S POINT RESORT,BRAZOS,5179,6139,7184,8258,9312,10349
G,BELL,NOLANVILLE,BRAZOS,6061,7774,9640,11557,13438,15289
G,BELL,PENDLETON WSC,BRAZOS,2075,2174,2283,2395,2504,2612
G,BELL,ROGERS,BRAZOS,1305,1388,1478,1570,1661,1750
G,BELL,SALADO WSC,BRAZOS,5453,5950,6491,7047,7592,8129
G,BELL,TEMPLE,BRAZOS,79253,91759,105381,119374,133103,146616
G,BELL,TROY,BRAZOS,1874,2091,2328,2571,2810,3045
G,BELL,WEST BELL COUNTY WSC,BRAZOS,5112,5456,5456,5456,5456,5456
G,BOSQUE,CHILDRESS CREEK WSC,BRAZOS,2656,2901,3027,3105,3155,3186
G,BOSQUE,CLIFTON,BRAZOS,3838,4192,4374,4488,4560,4604
G,BOSQUE,COUNTY-OTHER,BRAZOS,9167,10014,10448,10719,10891,10996
G,BOSQUE,CROSS COUNTRY WSC,BRAZOS,736,803,838,860,874,882
G,BOSQUE,MERIDIAN,BRAZOS,1664,1818,1897,1946,1978,1997
G,BOSQUE,VALLEY MILLS,BRAZOS,1327,1449,1512,1551,1576,1591
G,BOSQUE,WALNUT SPRINGS,BRAZOS,922,1007,1051,1078,1095,1106
G,BRAZOS,BRYAN,BRAZOS,88434,93544,119410,138980,159588,181797
G,BRAZOS,COLLEGE STATION,BRAZOS,102140,132690,141952,164492,188719,215545
G,BRAZOS,COUNTY-OTHER,BRAZOS,6168,4040,3795,4363,5249,6624
G,BRAZOS,TEXAS A and M UNIVERSITY,BRAZOS,11851,12000,12000,12000,12000,12000
G,BRAZOS,WELLBORN SUD,BRAZOS,9309,10667,12073,13793,15636,17668
G,BRAZOS,WICKSON CREEK SUD,BRAZOS,9752,11724,13767,16266,18943,21895
G,BURLESON,CALDWELL,BRAZOS,4896,5060,5275,5312,5412,5498
G,BURLESON,COUNTY-OTHER,BRAZOS,5341,6164,6461,7119,7498,7799
G,BURLESON,DEANVILLE WSC,BRAZOS,3598,3663,3816,3790,3840,3885
G,BURLESON,MILANO WSC,BRAZOS,1867,2008,2098,2188,2259,2318
G,BURLESON,SNOOK,BRAZOS,552,594,620,647,668,685
G,BURLESON,SOMERVILLE,BRAZOS,1485,1597,1669,1741,1797,1844
G,BURLESON,SOUTHWEST MILAM WSC,BRAZOS,800,860,899,938,968,993
G,CALLAHAN,BAIRD,BRAZOS,1496,1496,1496,1496,1496,1496
G,CALLAHAN,CLYDE,BRAZOS,3101,3320,3440,3501,3547,3576
G,CALLAHAN,CLYDE,COLORADO,870,931,964,982,994,1003
G,CALLAHAN,COLEMAN COUNTY SUD,COLORADO,161,172,178,182,184,185
G,CALLAHAN,COUNTY-OTHER,BRAZOS,4368,4781,5006,5125,5211,5266
G,CALLAHAN,COUNTY-OTHER,COLORADO,3360,3598,3728,3794,3845,3876
G,CALLAHAN,CROSS PLAINS,COLORADO,1051,1125,1165,1186,1201,1211
G,CALLAHAN,POTOSI WSC,BRAZOS,75,81,84,85,86,87
G,COMANCHE,COMANCHE,BRAZOS,4499,4678,4799,4956,5090,5217
G,COMANCHE,COUNTY-OTHER,BRAZOS,7577,7877,8081,8346,8572,8784
G,COMANCHE,COUNTY-OTHER,COLORADO,95,99,101,104,107,110
G,COMANCHE,DE LEON,BRAZOS,2331,2424,2486,2568,2637,2703
G,CORYELL,COPPERAS COVE,BRAZOS,35928,40796,46213,50948,55996,61021
G,CORYELL,CORYELL CITY WATER SUPPLY DISTRICT,BRAZOS,4950,5620,6367,7019,7715,8407
G,CORYELL,COUNTY-OTHER,BRAZOS,4807,7254,10398,13148,16077,18993
G,CORYELL,ELM CREEK WSC,BRAZOS,408,464,525,579,637,694
G,CORYELL,FORT HOOD,BRAZOS,16051,16429,16429,16429,16429,16429
G,CORYELL,GATESVILLE,BRAZOS,17990,20427,23139,25510,28038,30554
G,CORYELL,KEMPNER WSC,BRAZOS,3097,3517,3984,4392,4827,5260
G,CORYELL,MULTI-COUNTY WSC,BRAZOS,2874,3264,3697,4076,4480,4882
G,EASTLAND,CISCO,BRAZOS,4048,4136,4140,4141,4141,4141
G,EASTLAND,COUNTY-OTHER,BRAZOS,6138,6274,6279,6280,6280,6280
G,EASTLAND,COUNTY-OTHER,COLORADO,312,319,319,319,319,319
G,EASTLAND,EASTLAND,BRAZOS,4111,4201,4205,4205,4205,4205
G,EASTLAND,GORMAN,BRAZOS,1125,1149,1150,1150,1150,1150
G,EASTLAND,RANGER,BRAZOS,2562,2618,2621,2621,2621,2621
G,EASTLAND,RISING STAR,BRAZOS,867,886,887,887,887,887
G,EASTLAND,STEPHENS REGIONAL SUD,BRAZOS,126,129,129,129,129,129
G,ERATH,COUNTY-OTHER,BRAZOS,19031,21193,23020,24763,26410,27932
G,ERATH,DUBLIN,BRAZOS,4063,4525,4915,5287,5639,5964
G,ERATH,STEPHENVILLE,BRAZOS,19041,21205,23033,24777,26425,27948
G,FALLS,BELL-MILAM FALLS WSC,BRAZOS,1302,1368,1383,1350,1391,1433
G,FALLS,BRUCEVILLE-EDDY,BRAZOS,4,4,4,4,4,4
G,FALLS,COUNTY-OTHER,BRAZOS,4153,4362,4408,4305,4435,4570
G,FALLS,EAST BELL WSC,BRAZOS,325,342,346,337,348,358
G,FALLS,GOLINDA,BRAZOS,448,471,476,465,479,493
G,FALLS,LOTT,BRAZOS,824,866,875,855,880,907
G,FALLS,MARLIN,BRAZOS,6483,6812,6883,6721,6925,7135
G,FALLS,ROSEBUD,BRAZOS,1534,1612,1628,1590,1638,1688
G,FALLS,TRI-COUNTY SUD,BRAZOS,2856,3001,3032,2961,3051,3143
G,FALLS,WEST BRAZOS WSC,BRAZOS,1484,1559,1575,1538,1585,1633
G,FISHER,BITTER CREEK WSC,BRAZOS,845,845,845,845,845,845
G,FISHER,COUNTY-OTHER,BRAZOS,989,989,989,989,989,989
G,FISHER,ROBY,BRAZOS,648,648,648,648,648,648
G,FISHER,ROTAN,BRAZOS,1519,1519,1519,1519,1519,1519
G,GRIMES,COUNTY-OTHER,BRAZOS,6488,6723,6902,7090,7247,7384
G,GRIMES,COUNTY-OTHER,SAN JACINTO,3723,3844,3937,4034,4114,4184
G,GRIMES,COUNTY-OTHER,TRINITY,2448,2681,2857,3044,3200,3335
G,GRIMES,DOBBIN-PLANTERSVILLE WSC,BRAZOS,560,648,716,787,846,897
G,GRIMES,DOBBIN-PLANTERSVILLE WSC,SAN JACINTO,1803,2089,2305,2534,2724,2890
G,GRIMES,G and W WSC,BRAZOS,3322,4447,5301,6203,6951,7604
G,GRIMES,G and W WSC,SAN JACINTO,438,586,698,817,916,1002
G,GRIMES,NAVASOTA,BRAZOS,7291,7525,7703,7891,8047,8183
G,GRIMES,WICKSON CREEK SUD,BRAZOS,2965,3201,3379,3568,3725,3862
G,GRIMES,WICKSON CREEK SUD,TRINITY,403,435,460,486,507,526
G,HAMILTON,COUNTY-OTHER,BRAZOS,3387,3431,3431,3431,3431,3431
G,HAMILTON,HAMILTON,BRAZOS,3114,3172,3172,3172,3172,3172
G,HAMILTON,HICO,BRAZOS,1385,1404,1404,1404,1404,1404
G,HAMILTON,MULTI-COUNTY WSC,BRAZOS,676,696,696,696,696,696
G,HASKELL,COUNTY-OTHER,BRAZOS,1911,1931,1940,1961,1988,2031
G,HASKELL,HASKELL,BRAZOS,3330,3364,3382,3415,3466,3540
G,HASKELL,RULE,BRAZOS,638,644,648,654,664,678
G,HASKELL,STAMFORD,BRAZOS,34,34,34,34,35,36
G,HILL,BRANDON-IRENE WSC,BRAZOS,416,443,461,480,495,506
G,HILL,BRANDON-IRENE WSC,TRINITY,1521,1619,1686,1754,1806,1848
G,HILL,COUNTY-OTHER,BRAZOS,7727,8227,8569,8915,9179,9396
G,HILL,COUNTY-OTHER,TRINITY,965,1029,1070,1115,1148,1175
G,HILL,FILES VALLEY WSC,BRAZOS,784,835,869,905,932,953
G,HILL,FILES VALLEY WSC,TRINITY,1857,1977,2058,2142,2205,2257
G,HILL,HILL COUNTY WSC,BRAZOS,3141,3344,3482,3624,3731,3818
G,HILL,HILLSBORO,BRAZOS,9117,9707,10106,10518,10830,11083
G,HILL,HUBBARD,TRINITY,1535,1634,1701,1770,1823,1866
G,HILL,ITASCA,BRAZOS,1654,1762,1833,1908,1965,2011
G,HILL,ITASCA,TRINITY,119,126,132,137,141,144
G,HILL,JOHNSON COUNTY SUD,BRAZOS,179,191,199,207,213,218
G,HILL,JOHNSON COUNTY SUD,TRINITY,39,41,43,45,46,47
G,HILL,PARKER WSC,BRAZOS,247,262,273,285,293,300
G,HILL,PARKER WSC,TRINITY,50,54,56,58,60,61
G,HILL,WHITE BLUFF COMMUNITY WS,BRAZOS,2022,2153,2241,2333,2402,2458
G,HILL,WHITNEY,BRAZOS,2250,2396,2495,2596,2673,2736
G,HILL,WOODROW-OSCEOLA WSC,BRAZOS,4205,4477,4661,4851,4995,5112
G,HOOD,ACTON MUD,BRAZOS,19725,31885,39831,43891,48381,53347
G,HOOD,COUNTY-OTHER,BRAZOS,26979,21998,19242,19647,18554,16209
G,HOOD,COUNTY-OTHER,TRINITY,20,59,43,32,58,60
G,HOOD,CRESSON,BRAZOS,282,389,465,530,580,619
G,HOOD,CRESSON,TRINITY,90,123,147,168,184,196
G,HOOD,GRANBURY,BRAZOS,10249,12441,14012,15365,16404,17200
G,HOOD,OAK TRAIL SHORES SUBDIVISION,BRAZOS,3113,3175,3219,3257,3286,3308
G,HOOD,TOLAR,BRAZOS,858,1029,1152,1257,1338,1400
G,JOHNSON,ACTON MUD,BRAZOS,382,542,707,888,1083,1292
G,JOHNSON,ALVARADO,TRINITY,4257,4808,5377,6001,6674,7394
G,JOHNSON,BETHANY WSC,TRINITY,3909,4426,4959,5544,6175,6850
G,JOHNSON,BETHESDA WSC,BRAZOS,730,843,959,1086,1223,1370
G,JOHNSON,BETHESDA WSC,TRINITY,14811,17088,19438,22016,24796,27771
G,JOHNSON,BURLESON,BRAZOS,35,43,50,54,60,68
G,JOHNSON,BURLESON,TRINITY,35132,42802,49972,54581,60651,68102
G,JOHNSON,CLEBURNE,BRAZOS,32501,36195,40006,44185,48693,53517
G,JOHNSON,COUNTY-OTHER,BRAZOS,7812,9649,11547,11634,11882,12286
G,JOHNSON,COUNTY-OTHER,TRINITY,7319,5161,3677,2303,1961,1708
G,JOHNSON,CRESSON,BRAZOS,50,68,86,106,127,150
G,JOHNSON,CRESSON,TRINITY,104,140,177,218,262,309
G,JOHNSON,CROWLEY,TRINITY,61,96,132,171,213,258
G,JOHNSON,FORT WORTH,TRINITY,0,0,0,5000,8000,10000
G,JOHNSON,GODLEY,BRAZOS,1133,1278,1427,1591,1767,1956
G,JOHNSON,GRANDVIEW,TRINITY,1754,1980,2213,2468,2743,3037
G,JOHNSON,JOHNSON COUNTY SUD,BRAZOS,9931,11458,13034,14762,16627,18622
G,JOHNSON,JOHNSON COUNTY SUD,TRINITY,27403,31618,35967,40736,45880,51384
G,JOHNSON,JOSHUA,BRAZOS,4384,5314,6273,7326,8461,9676
G,JOHNSON,JOSHUA,TRINITY,2838,3440,4062,4743,5478,6264
G,JOHNSON,KEENE,BRAZOS,994,1164,1340,1532,1740,1962
G,JOHNSON,KEENE,TRINITY,6160,7213,8299,9491,10776,12151
G,JOHNSON,MANSFIELD,TRINITY,2630,3772,4950,6242,7636,9128
G,JOHNSON,MOUNTAIN PEAK SUD,TRINITY,1951,2378,2819,3302,3823,4381
G,JOHNSON,PARKER WSC,BRAZOS,2422,3031,3659,4347,5090,5884
G,JOHNSON,PARKER WSC,TRINITY,717,897,1083,1287,1506,1742
G,JOHNSON,RIO VISTA,BRAZOS,1080,1321,1570,1843,2137,2452
G,JOHNSON,VENUS,TRINITY,3335,3848,4377,4957,5583,6253
G,JONES,ABILENE,BRAZOS,5457,5776,6000,6192,6351,6481
G,JONES,ANSON,BRAZOS,2577,2728,2834,2925,3000,3061
G,JONES,COUNTY-OTHER,BRAZOS,2220,2349,2442,2520,2585,2637
G,JONES,HAMLIN,BRAZOS,2253,2385,2477,2557,2622,2676
G,JONES,HAWLEY,BRAZOS,673,712,740,763,783,799
G,JONES,HAWLEY WSC,BRAZOS,4966,5256,5460,5635,5780,5898
G,JONES,STAMFORD,BRAZOS,3278,3470,3605,3720,3816,3894
G,KENT,COUNTY-OTHER,BRAZOS,270,276,276,276,276,276
G,KENT,JAYTON,BRAZOS,528,540,540,540,540,540
G,KNOX,COUNTY-OTHER,BRAZOS,1197,1244,1270,1301,1324,1345
G,KNOX,COUNTY-OTHER,RED,136,142,145,148,151,153
G,KNOX,KNOX CITY,BRAZOS,1169,1217,1242,1271,1295,1315
G,KNOX,MUNDAY,BRAZOS,1345,1400,1429,1463,1490,1512
G,LAMPASAS,COPPERAS COVE,BRAZOS,1061,1588,1994,2410,2778,3109
G,LAMPASAS,COUNTY-OTHER,BRAZOS,1876,1660,1492,1320,1169,1033
G,LAMPASAS,COUNTY-OTHER,COLORADO,488,539,579,620,656,688
G,LAMPASAS,KEMPNER,BRAZOS,1207,1334,1432,1533,1622,1702
G,LAMPASAS,KEMPNER WSC,BRAZOS,8817,9747,10465,11199,11849,12433
G,LAMPASAS,LAMPASAS,BRAZOS,7402,8183,8786,9402,9947,10438
G,LAMPASAS,LOMETA,BRAZOS,318,351,377,404,427,448
G,LAMPASAS,LOMETA,COLORADO,631,698,749,801,848,890
G,LEE,AQUA WSC,BRAZOS,2833,3185,3387,3461,3510,3537
G,LEE,COUNTY-OTHER,BRAZOS,959,1079,1148,1171,1189,1199
G,LEE,COUNTY-OTHER,COLORADO,911,1024,1090,1114,1130,1137
G,LEE,GIDDINGS,BRAZOS,2726,3065,3260,3331,3379,3404
G,LEE,GIDDINGS,COLORADO,2895,3255,3461,3537,3587,3615
G,LEE,LEE COUNTY WSC,BRAZOS,5157,5798,6167,6301,6391,6439
G,LEE,LEE COUNTY WSC,COLORADO,1998,2247,2389,2441,2476,2495
G,LEE,LEXINGTON,BRAZOS,1355,1524,1620,1656,1679,1692
G,LEE,SOUTHWEST MILAM WSC,BRAZOS,297,334,355,363,368,371
G,LIMESTONE,COOLIDGE,BRAZOS,623,690,745,805,855,898
G,LIMESTONE,COOLIDGE,TRINITY,473,525,567,613,650,683
G,LIMESTONE,COUNTY-OTHER,BRAZOS,8668,9149,9540,9970,10218,10526
G,LIMESTONE,COUNTY-OTHER,TRINITY,716,528,377,210,175,55
